name,run,generator,solver,optimizer,timelimit,workers,optimizer_threads,filename,c,obj_value,best_bound,run_time,num_cuts,num_iterations,num_lp_cuts,max_cardinality,sol_cardinality
fdp-c-1-thread,true,file_diversity_problem,fcard50,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_5_n500_m50.txt,0.1,19602.62199,Inf,601.01495885849,4125,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard50,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_6_n500_m50.txt,0.1,19421.539080000002,Inf,601.564043045044,5050,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard50,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_7_n500_m50.txt,0.1,19534.30358,Inf,601.8311278820038,5862,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard50,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_8_n500_m50.txt,0.1,19486.677549999997,Inf,602.1903641223907,5327,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard50,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_9_n500_m50.txt,0.1,19221.62878,Inf,600.6873559951782,2501,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_10_n500_m50.txt,0.1,19703.33991,Inf,602.3083350658417,5614,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_11_n500_m50.txt,0.1,19587.12018,Inf,601.5218350887299,5048,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_12_n500_m50.txt,0.1,19360.22393,19362.99794,516.5314769744873,2401,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_13_n500_m50.txt,0.1,19366.698519999998,Inf,600.7247939109802,2908,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_14_n500_m50.txt,0.1,19458.564660000004,Inf,601.7069461345673,4319,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_15_n500_m50.txt,0.1,19422.1464,Inf,601.5607612133026,5382,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_16_n500_m50.txt,0.1,19680.204769999997,Inf,601.4220278263092,4723,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_17_n500_m50.txt,0.1,19331.388410000003,Inf,600.7125389575958,2701,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_18_n500_m50.txt,0.1,19461.3946,19463.568670000004,600.2006180286407,2418,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_19_n500_m50.txt,0.1,19477.32577,Inf,601.5938930511475,4936,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_1_n500_m50.txt,0.1,19484.7539,Inf,601.6775360107422,5065,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_20_n500_m50.txt,0.1,19604.84356,19611.44498,0.7886080741882324,71,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_2_n500_m50.txt,0.1,19701.534770000002,Inf,601.6793928146362,4887,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_3_n500_m50.txt,0.1,19547.206850000002,Inf,601.6924951076508,5446,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_4_n500_m50.txt,0.1,19596.46838,19599.669299999998,600.204610824585,2347,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_5_n500_m50.txt,0.1,19602.62199,Inf,601.4295339584351,4106,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_6_n500_m50.txt,0.1,19421.539080000002,Inf,601.620845079422,5052,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_7_n500_m50.txt,0.1,19534.30358,Inf,601.8184640407562,5895,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_8_n500_m50.txt,0.1,19487.320529999997,Inf,601.65633893013,5357,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,fcard100,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_9_n500_m50.txt,0.1,19221.62878,Inf,600.659481048584,2508,2,100,50,50
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_10_n500_m50.txt,0.1,15423.511409999997,159741.82487800004,600.1257860660553,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_11_n500_m50.txt,0.1,15970.466180000003,160823.231543,600.1273438930511,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_12_n500_m50.txt,0.1,15657.18248999998,159109.66126,600.1344199180603,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_13_n500_m50.txt,0.1,15685.454930000005,158538.21818399997,600.071319103241,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_14_n500_m50.txt,0.1,15784.85917,159410.132998,600.1453518867493,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_15_n500_m50.txt,0.1,15517.194660000003,158422.70462700003,600.1386430263519,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_16_n500_m50.txt,0.1,16160.024710000002,161609.01361999998,600.0788700580597,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_17_n500_m50.txt,0.1,15886.49037,159958.78349399997,600.140242099762,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_18_n500_m50.txt,0.1,15880.594310000006,158343.293565,600.0900139808655,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_19_n500_m50.txt,0.1,15815.53024,159087.657798,600.1281139850616,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_1_n500_m50.txt,0.1,16373.58614,160156.500685,600.1094088554382,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_20_n500_m50.txt,0.1,15920.190200000001,158159.23312600004,600.1304800510406,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_2_n500_m50.txt,0.1,16022.038419999999,161337.77514699995,600.0930860042572,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_3_n500_m50.txt,0.1,15885.963629999995,159218.23532999994,600.076534986496,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_4_n500_m50.txt,0.1,16259.906650000008,159812.49818999998,600.0758349895477,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_5_n500_m50.txt,0.1,16098.118690000001,160824.81873199999,600.1215929985046,0,0,0,0,0
