name,run,generator,solver,optimizer,timelimit,workers,optimizer_threads,num,coords,demand_ratio,cost_ratio,seed,obj_value,best_bound,run_time,num_cuts,num_iterations,num_lp_cuts,max_cardinality,sol_cardinality
rgdp-1-thread,true,random_generalized_diversity_problem,repoa,CPLEX,600,4,1,1500,20,0.05,0.2,127,1.837595960687136e8,1.8375959606871334e8,0.9924571514129639,3,3,0,1418,1417
rgdp-1-thread,true,random_generalized_diversity_problem,repoa,CPLEX,600,4,1,1500,20,0.05,0.2,128,1.880810886344247e8,1.8808108863442445e8,0.34481287002563477,3,3,0,1433,1432
rgdp-1-thread,true,random_generalized_diversity_problem,repoa,CPLEX,600,4,1,1500,20,0.05,0.2,129,1.8471500672231752e8,1.847150067223177e8,0.3412349224090576,3,3,0,1424,1424
rgdp-1-thread,true,random_generalized_diversity_problem,repoa,CPLEX,600,4,1,1500,20,0.05,0.2,130,1.8639372840578568e8,1.86393728405786e8,1.9744391441345215,5,5,0,1429,1429
rgdp-1-thread,true,random_generalized_diversity_problem,repoa,CPLEX,600,4,1,2000,20,0.05,0.2,131,3.292807313914057e8,3.29280731391405e8,2.013025999069214,3,3,0,1899,1899
rgdp-1-thread,true,random_generalized_diversity_problem,repoa,CPLEX,600,4,1,2000,20,0.05,0.2,132,3.3155964853326964e8,3.3155964853327024e8,5.81646203994751,3,3,0,1903,1903
rgdp-1-thread,true,random_generalized_diversity_problem,repoa,CPLEX,600,4,1,2000,20,0.05,0.2,133,3.269935998026825e8,3.2699359980268204e8,1.8670830726623535,3,3,0,1893,1893
rgdp-1-thread,true,random_generalized_diversity_problem,repoa,CPLEX,600,4,1,2000,20,0.05,0.2,134,3.322793545193724e8,3.322793545193727e8,2.8443500995635986,3,3,0,1904,1904
rgdp-1-thread,true,random_generalized_diversity_problem,repoa,CPLEX,600,4,1,2000,20,0.05,0.2,135,3.2868222467350703e8,3.286825190469453e8,0.8952372074127197,3,3,0,1896,1896
rgdp-1-thread,true,random_generalized_diversity_problem,repoa,CPLEX,600,4,1,1000,2,0.1,0.2,136,2.349594305654581e7,2.3495943056545798e7,0.4564931392669678,3,3,0,942,939
rgdp-1-thread,true,random_generalized_diversity_problem,repoa,CPLEX,600,4,1,1000,2,0.1,0.2,137,2.221933101967198e7,2.2219331019671965e7,0.44643282890319824,4,4,0,920,916
rgdp-1-thread,true,random_generalized_diversity_problem,repoa,CPLEX,600,4,1,1000,2,0.1,0.2,138,2.255296846595919e7,2.2552968465959184e7,0.28658103942871094,3,3,0,927,924
rgdp-1-thread,true,random_generalized_diversity_problem,repoa,CPLEX,600,4,1,1000,2,0.1,0.2,139,2.364038529272927e7,2.3640407190404944e7,0.2407832145690918,3,3,0,943,940
